,model_id,ntrees,max_depth,min_rows,min_sum_hessian_in_leaf,sample_rate,col_sample_rate,col_sample_rate_per_tree,booster,reg_lambda,reg_alpha
33,XGBoost_grid_1_AutoML_20190425_040839_model_3,162,5,10.0,100.0,0.8,1.0,0.9,gbtree,0.001,1.0
34,XGBoost_grid_1_AutoML_20190425_040839_model_4,101,20,0.1,100.0,0.8,0.8,0.8,gbtree,0.01,0.01
35,XGBoost_grid_1_AutoML_20190425_040839_model_5,115,15,5.0,100.0,0.6,0.8,0.9,gbtree,0.01,0.5
36,XGBoost_grid_1_AutoML_20190425_040839_model_6,88,20,0.1,100.0,0.6,0.6,0.9,dart,0.001,0.1
37,XGBoost_grid_1_AutoML_20190425_040839_model_7,100,10,3.0,100.0,1.0,0.8,0.8,dart,0.001,0.001
38,XGBoost_grid_1_AutoML_20190425_040839_model_8,38,10,0.1,100.0,0.8,0.6,0.7,dart,0.1,0.5
39,XGBoost_grid_1_AutoML_20190425_044008_model_1,140,10,10.0,100.0,0.8,0.6,0.8,gbtree,1.0,1.0
40,XGBoost_grid_1_AutoML_20190425_044008_model_2,97,15,10.0,100.0,0.8,1.0,0.7,dart,100.0,1.0
41,XGBoost_grid_1_AutoML_20190425_044008_model_3,301,15,5.0,100.0,1.0,0.8,0.9,gbtree,100.0,0.001
42,XGBoost_grid_1_AutoML_20190425_044008_model_4,180,20,0.01,100.0,0.6,0.6,1.0,gbtree,10.0,0.5
43,XGBoost_grid_1_AutoML_20190425_044008_model_5,93,20,5.0,100.0,1.0,1.0,0.7,dart,0.01,0.001
44,XGBoost_grid_1_AutoML_20190425_044008_model_6,125,10,20.0,100.0,0.6,0.6,0.7,gbtree,0.1,0.01
45,XGBoost_grid_1_AutoML_20190425_044008_model_7,77,5,5.0,100.0,0.6,0.6,1.0,gbtree,100.0,0.1
46,XGBoost_grid_1_AutoML_20190425_044008_model_8,2,5,5.0,100.0,0.6,0.6,0.7,gbtree,0.01,0.001
47,XGBoost_grid_1_AutoML_20190425_050348_model_1,101,15,0.01,100.0,0.8,0.8,0.8,gbtree,0.001,1.0
48,XGBoost_grid_1_AutoML_20190425_050348_model_10,105,15,3.0,100.0,0.6,0.8,1.0,gbtree,0.001,1.0
49,XGBoost_grid_1_AutoML_20190425_050348_model_11,342,5,0.01,100.0,0.6,0.6,0.7,gbtree,100.0,1.0
50,XGBoost_grid_1_AutoML_20190425_050348_model_12,110,20,20.0,100.0,0.8,1.0,0.7,dart,0.1,0.001
51,XGBoost_grid_1_AutoML_20190425_050348_model_13,230,5,3.0,100.0,0.8,0.8,0.8,gbtree,10.0,0.001
52,XGBoost_grid_1_AutoML_20190425_050348_model_14,96,15,0.1,100.0,1.0,1.0,0.7,dart,10.0,1.0
53,XGBoost_grid_1_AutoML_20190425_050348_model_15,69,20,0.1,100.0,1.0,0.8,0.9,dart,0.01,1.0
54,XGBoost_grid_1_AutoML_20190425_050348_model_2,257,5,5.0,100.0,1.0,1.0,0.9,gbtree,0.1,0.01
55,XGBoost_grid_1_AutoML_20190425_050348_model_3,98,20,0.1,100.0,0.6,0.6,1.0,gbtree,0.01,0.5
56,XGBoost_grid_1_AutoML_20190425_050348_model_4,89,15,0.1,100.0,0.8,0.8,0.8,dart,0.001,1.0
57,XGBoost_grid_1_AutoML_20190425_050348_model_5,100,20,3.0,100.0,0.8,1.0,0.8,gbtree,0.1,0.5
58,XGBoost_grid_1_AutoML_20190425_050348_model_6,246,5,1.0,100.0,1.0,0.8,1.0,gbtree,0.1,1.0
59,XGBoost_grid_1_AutoML_20190425_050348_model_7,145,20,20.0,100.0,0.6,0.8,1.0,gbtree,0.1,0.01
60,XGBoost_grid_1_AutoML_20190425_050348_model_8,180,10,20.0,100.0,0.6,0.6,0.8,gbtree,0.1,0.001
61,XGBoost_grid_1_AutoML_20190425_050348_model_9,187,5,5.0,100.0,0.6,1.0,1.0,gbtree,1.0,0.5
62,XGBoost_grid_1_AutoML_20190425_054218_model_1,123,20,15.0,100.0,0.8,0.6,0.8,dart,1.0,0.001
63,XGBoost_grid_1_AutoML_20190425_054218_model_10,100,15,0.1,100.0,0.8,0.6,1.0,gbtree,0.001,1.0
64,XGBoost_grid_1_AutoML_20190425_054218_model_11,75,5,5.0,100.0,0.6,0.6,1.0,dart,100.0,0.1
65,XGBoost_grid_1_AutoML_20190425_054218_model_12,123,10,3.0,100.0,0.6,1.0,0.8,gbtree,0.1,0.01
66,XGBoost_grid_1_AutoML_20190425_054218_model_13,98,10,0.1,100.0,1.0,0.8,0.9,gbtree,0.01,1.0
67,XGBoost_grid_1_AutoML_20190425_054218_model_14,26,10,20.0,100.0,0.8,0.6,0.7,gbtree,0.01,1.0
68,XGBoost_grid_1_AutoML_20190425_054218_model_2,79,5,0.01,100.0,1.0,0.8,1.0,dart,100.0,0.001
69,XGBoost_grid_1_AutoML_20190425_054218_model_3,84,5,3.0,100.0,0.8,1.0,0.8,dart,0.1,0.01
70,XGBoost_grid_1_AutoML_20190425_054218_model_4,233,5,0.1,100.0,0.6,0.8,1.0,gbtree,1.0,0.5
71,XGBoost_grid_1_AutoML_20190425_054218_model_5,317,10,0.1,100.0,1.0,1.0,0.7,gbtree,100.0,1.0
72,XGBoost_grid_1_AutoML_20190425_054218_model_6,153,20,3.0,100.0,1.0,0.8,0.9,gbtree,10.0,1.0
73,XGBoost_grid_1_AutoML_20190425_054218_model_7,134,10,0.1,100.0,0.6,0.6,1.0,gbtree,0.001,1.0
74,XGBoost_grid_1_AutoML_20190425_054218_model_8,100,15,0.1,100.0,0.8,0.8,0.9,gbtree,0.001,1.0
75,XGBoost_grid_1_AutoML_20190425_054218_model_9,231,5,0.01,100.0,1.0,0.8,0.9,gbtree,0.1,0.001
76,XGBoost_grid_1_AutoML_20190425_061247_model_1,89,15,20.0,100.0,0.8,1.0,0.8,dart,0.001,0.01
77,XGBoost_grid_1_AutoML_20190425_061247_model_10,112,15,10.0,100.0,0.6,1.0,0.8,dart,1.0,0.5
78,XGBoost_grid_1_AutoML_20190425_061247_model_11,87,10,10.0,100.0,0.8,1.0,0.9,dart,100.0,0.001
79,XGBoost_grid_1_AutoML_20190425_061247_model_12,102,20,0.1,100.0,0.6,1.0,0.7,gbtree,0.1,0.001
80,XGBoost_grid_1_AutoML_20190425_061247_model_13,70,5,1.0,100.0,0.8,1.0,0.7,dart,0.1,0.5
81,XGBoost_grid_1_AutoML_20190425_061247_model_14,104,20,15.0,100.0,1.0,0.6,1.0,dart,0.001,0.5
82,XGBoost_grid_1_AutoML_20190425_061247_model_15,68,10,15.0,100.0,0.8,0.8,0.7,dart,10.0,0.1
83,XGBoost_grid_1_AutoML_20190425_061247_model_16,35,15,0.01,100.0,0.8,0.6,0.8,gbtree,1.0,0.5
84,XGBoost_grid_1_AutoML_20190425_061247_model_2,139,10,5.0,100.0,0.8,0.6,0.9,gbtree,1.0,0.001
85,XGBoost_grid_1_AutoML_20190425_061247_model_3,254,5,1.0,100.0,0.6,1.0,1.0,gbtree,1.0,0.001
86,XGBoost_grid_1_AutoML_20190425_061247_model_4,107,20,0.01,100.0,1.0,0.6,0.8,dart,1.0,0.01
87,XGBoost_grid_1_AutoML_20190425_061247_model_5,169,15,5.0,100.0,0.8,0.8,0.9,gbtree,10.0,0.001
88,XGBoost_grid_1_AutoML_20190425_061247_model_6,109,20,10.0,100.0,1.0,0.6,0.8,gbtree,0.01,0.001
89,XGBoost_grid_1_AutoML_20190425_061247_model_7,134,10,1.0,100.0,0.6,1.0,1.0,gbtree,1.0,1.0
90,XGBoost_grid_1_AutoML_20190425_061247_model_8,107,20,5.0,100.0,0.8,1.0,0.7,gbtree,0.01,0.5
91,XGBoost_grid_1_AutoML_20190425_061247_model_9,143,10,15.0,100.0,1.0,0.8,1.0,gbtree,10.0,0.1
