id,sentiment
"12311_10",0.9579152054486112
"8348_2",0.06738945817064317
"5828_4",0.6431788137753056
"7186_2",0.6222502944407706
"12128_7",0.8762004451690696
"2913_8",0.7547283721571512
"4396_1",0.05339512564433492
"395_2",0.5899555621967546
"10616_1",0.004147459323894315
"9074_9",0.4969265650026759
"9252_3",0.07999150769984872
"9896_9",0.44668847067414474
"574_4",0.44021280312402516
"11182_8",0.5885758066775035
"11656_4",0.5534096496401862
"2322_4",0.7562165059264083
"8703_1",0.38997555213136526
"7483_1",0.3844871519352694
"6007_10",0.9598275439477654
"12424_4",0.0645516163233
"4672_1",0.009289580876102318
"10841_3",0.11213985757290659
"8954_7",0.6638210001502488
"7392_1",0.09345069820077337
"10288_8",0.8220860823174244
"5343_4",0.0243758203025873
"4950_1",0.014869530889016554
"9257_4",0.635789560948459
"8689_3",0.2560698723936553
"4480_2",0.12383220291525693
"9286_10",0.8357633380819351
"12245_10",0.9931554196488374
"7529_7",0.8875213644933357
"4_4",0.24474630103073738
"5299_2",0.07536963550895455
"12077_8",0.7991072411984999
"10701_2",0.042373590119781916
"11579_1",0.09869399961614182
"10993_1",0.1353332686172831
"8913_1",0.08489593771001828
"1350_3",0.19978998307108894
"3804_2",0.07704340490241798
"5025_3",0.5356560339529708
"5170_8",0.3904077644091701
"8225_8",0.872518214249248
"6427_7",0.8968954822646572
"3165_3",0.480331273192022
"7902_9",0.9808711567877308
"8208_3",0.028739997171404057
"3577_8",0.7823629132523433
"4865_1",0.02996704841068548
"9063_3",0.23157532963718946
"1106_1",0.5350925752877105
"1117_9",0.9339838670073192
"1050_4",0.46471170133960865
"10755_9",0.6654006459399548
"2729_8",0.8228858108599585
"10072_10",0.9110732210124685
"2904_7",0.9118230734522451
"4584_2",0.5319988421639636
"189_4",0.5080003464038819
"6302_4",0.5281156389127567
"8138_9",0.6620557115364893
"1262_1",0.2911339102045307
"2199_10",0.9083504618663815
"6551_7",0.6225898468814631
"8082_7",0.23425825520946028
"4897_8",0.9333824343536252
"7360_1",0.0571854104544824
"11012_10",0.9117730059335928
"12046_1",0.2707448419566311
"2331_2",0.5029443470617834
"8961_9",0.931484855666862
"751_7",0.6659502506733028
"9884_10",0.7479452052170102
"10016_8",0.8441941633968643
"8023_10",0.766528296821448
"2628_1",0.047733534376847284
"5832_1",0.032076722799237914
"7302_1",0.13434194600527286
"4501_3",0.23069715190535
"1121_7",0.5455252851449773
"8334_3",0.6325181597553567
"9789_10",0.4227205679669345
"4230_10",0.7785731705636572
"824_4",0.22466020762783978
"6803_9",0.7952046940757133
"3086_7",0.9262876236209504
"1135_8",0.9008864950043122
"10136_1",0.02517439531199226
"11129_3",0.07685166720333145
"2072_8",0.6708284164923012
"9501_7",0.9318588472137519
"319_10",0.8998772127496796
"1693_7",0.9323218146410972
"10886_1",0.006341738922553468
"9406_8",0.7439109650867269
"10376_10",0.21828445825081824
"9902_1",0.09672133644800371
"9938_8",0.360489827579102
"7080_9",0.7226409436850103
"11944_8",0.506935578760971
"5249_1",0.05539959435404758
"9599_2",0.22158630474444416
"9620_1",0.23139469004407057
"11244_1",0.1044276957650798
"6841_10",0.929893547253002
"10050_4",0.7090376064949192
"10512_9",0.875514523192927
"11327_3",0.037965446962214315
"10681_8",0.8009155899403217
"808_3",0.33379954986180316
"546_7",0.9484869046997546
"10765_1",0.01419365062190185
"7189_9",0.6543989755349667
"6005_9",0.9018816218394241
"11915_9",0.8614373478399506
"5740_10",0.90140045432397
"7097_10",0.37169231900637345
"9573_10",0.5896872787459614
"5084_4",0.50517976794742
"12332_7",0.581944815041085
"8154_1",0.055735956258486624
"5610_1",0.297106768187872
"5323_9",0.8228420654676643
"11034_8",0.7899596807689544
"3977_2",0.16757276406033883
"12380_7",0.2610211256411752
"1737_8",0.7121018132247598
"6030_9",0.5934560159059374
"5918_7",0.8428863421365406
"7061_9",0.6539729795808766
"266_8",0.6818930128526173
"1375_10",0.9112963828481454
"8648_3",0.020588201254690814
"10146_10",0.9282342363442335
"4578_10",0.9224421990742457
"4685_8",0.8723756561904991
"11843_9",0.8008156902952775
"5467_10",0.9751997751837149
"10140_10",0.8274966456062552
"7721_8",0.8596122283245564
"11208_10",0.23916228292164096
"1063_10",0.889570684642571
"8260_10",0.6560997439551183
"3182_9",0.8704112445624003
"2797_8",0.7910297081807197
"7613_2",0.6958519131660723
"11624_4",0.13730482608760247
"4847_10",0.8193743560590415
"10684_7",0.6064775833432331
"6312_1",0.45548493177670035
"4925_3",0.06680548094652836
"4125_1",0.012617034472657216
"2394_10",0.9967832694545933
"12105_10",0.7574076745850511
"7812_1",0.011423192818777616
"1061_8",0.8553218386909328
"9343_3",0.5615118138226823
"7696_10",0.9816373599215901
"9355_10",0.9964990653416528
"782_9",0.9094389265747177
"9882_10",0.9344813232457876
"10642_10",0.928329981546722
"7410_2",0.11515083365683566
"9591_4",0.04495294353606383
"11902_3",0.13181044709448142
"3495_7",0.22118114765727762
"6733_1",0.00990170438645591
"4552_1",0.0016547577719892262
"6722_1",0.1593358932620792
"188_10",0.8469886168043241
"5099_10",0.8258745396590611
"10313_1",0.2426221785568984
"6756_9",0.7392839989382726
"6622_2",0.04797751696976278
"4807_10",0.9740453298144021
"7173_3",0.2568211121979754
"11321_8",0.583546612232148
"7909_9",0.3610574221392255
"8012_7",0.32221883162284287
"8615_4",0.10975408971224573
"8117_10",0.8785355463197075
"1892_10",0.8652478920229684
"4617_1",0.39232798571200866
"1893_8",0.8202559496345638
"5435_1",0.04180536808209671
"162_3",0.08217306425765047
"6516_10",0.9098280814965395
"11588_7",0.8139278213429786
"2006_1",0.13343970500576782
"1594_4",0.3579297387221195
"1472_1",0.019573993253843087
"3647_1",0.39155390707170235
"174_7",0.754526839147618
"5539_7",0.07225218926261638
"3384_10",0.9798266876337253
"3811_4",0.4137546299762378
"4079_8",0.36524894914352773
"1179_7",0.7861948429423439
