,model_id,mean_residual_deviance,rmse,mse,mae,rmsle,system_date,runtime
0,GBM_grid_1_AutoML_20190421_195113_model_42,2.52273E+16,158830912.2,2.52273E+16,94917617.53,0.326554328,4/21/19,1000
1,GBM_grid_1_AutoML_20190421_193852_model_8,2.55711E+16,159909791.5,2.55711E+16,95197723.52,0.329426846,4/21/19,1000
2,GBM_1_AutoML_20190421_193027,2.56084E+16,160026234.7,2.56084E+16,96819212.37,0.333142105,4/21/19,1000
3,XGBoost_grid_1_AutoML_20190421_195113_model_6,2.57217E+16,160379940.1,2.57217E+16,93286549.81,0.320998763,4/21/19,1000
4,XGBoost_1_AutoML_20190421_193852,2.57972E+16,160615115.1,2.57972E+16,94810332.99,0.324508024,4/21/19,1000
5,XGBoost_grid_1_AutoML_20190421_195113_model_13,2.5849E+16,160776388.1,2.5849E+16,94120200.9,0.321594874,4/21/19,1000
6,XGBoost_grid_1_AutoML_20190421_193852_model_2,2.59523E+16,161097072.7,2.59523E+16,94894840.43,0.33124101,4/21/19,1000
7,XGBoost_1_AutoML_20190421_193027,2.59637E+16,161132468.1,2.59637E+16,94764756.54,0.325982228,4/21/19,1000
8,XGBoost_grid_1_AutoML_20190421_193852_model_4,2.60414E+16,161373402.7,2.60414E+16,93939690.12,0.325831822,4/21/19,1000
9,XGBoost_1_AutoML_20190421_195113,2.61164E+16,161605661.3,2.61164E+16,94746900.31,0.324840888,4/21/19,1000
10,XGBoost_grid_1_AutoML_20190421_193852_model_5,2.61195E+16,161615222.4,2.61195E+16,93547247.57,0.320357964,4/21/19,1000
11,XGBoost_2_AutoML_20190421_193027,2.61349E+16,161662873.7,2.61349E+16,94910189.58,0.325776157,4/21/19,1000
12,XGBoost_grid_1_AutoML_20190421_193027_model_6,2.62102E+16,161895601.1,2.62102E+16,94276247.69,0.327257951,4/21/19,1000
13,XGBoost_grid_1_AutoML_20190421_193027_model_4,2.62455E+16,162004733.1,2.62455E+16,94036117,0.322651169,4/21/19,1000
14,XGBoost_2_AutoML_20190421_193852,2.62649E+16,162064359.1,2.62649E+16,94315665.56,0.324515899,4/21/19,1000
15,GBM_1_AutoML_20190421_193852,2.62792E+16,162108468.7,2.62792E+16,97327058.64,0.332116007,4/21/19,1000
16,GBM_grid_1_AutoML_20190421_193852_model_5,2.63979E+16,162474267.5,2.63979E+16,95846051.24,0.328711234,4/21/19,1000
17,XGBoost_grid_1_AutoML_20190421_195113_model_1,2.64023E+16,162487733.8,2.64023E+16,95196532.9,0.325544005,4/21/19,1000
18,XGBoost_grid_1_AutoML_20190421_193852_model_7,2.64404E+16,162604978.6,2.64404E+16,98378239.82,0.334718732,4/21/19,1000
19,GBM_1_AutoML_20190421_195113,2.64478E+16,162627719.2,2.64478E+16,96956870.89,0.332231156,4/21/19,1000
20,GBM_grid_1_AutoML_20190421_195113_model_37,2.65513E+16,162945700.4,2.65513E+16,96843428.81,0.329630066,4/21/19,1000
21,GBM_grid_1_AutoML_20190421_195113_model_12,2.6622E+16,163162452.5,2.6622E+16,97371794.35,0.334278843,4/21/19,1000
22,XRT_1_AutoML_20190421_195113,2.66749E+16,163324521.9,2.66749E+16,97339614.73,0.335496027,4/21/19,1000
23,XGBoost_grid_1_AutoML_20190421_193027_model_1,2.66866E+16,163360231.6,2.66866E+16,95577150.19,0.333629342,4/21/19,1000
24,XGBoost_2_AutoML_20190421_195113,2.67109E+16,163434830.4,2.67109E+16,95830035.93,0.325384551,4/21/19,1000
25,DRF_1_AutoML_20190421_193852,2.67409E+16,163526453.7,2.67409E+16,98123769.62,0.338170995,4/21/19,1000
26,GBM_grid_1_AutoML_20190421_195113_model_3,2.6754E+16,163566510.8,2.6754E+16,96901718.85,0.348296675,4/21/19,1000
27,XRT_1_AutoML_20190421_193852,2.68008E+16,163709370.9,2.68008E+16,97507679.1,0.335555395,4/21/19,1000
28,GBM_grid_1_AutoML_20190421_193852_model_18,2.68512E+16,163863346.4,2.68512E+16,97276308.74,0.339031671,4/21/19,1000
