,model_id,mean_residual_deviance,rmse,mse,mae,rmsle,system_date,runtime
0,GBM_1_AutoML_20190421_193027,25608395790612116,160026234.69485283,25608395790612116,96819212.36758102,0.3331421052832879,2019-04-21,300
1,XGBoost_1_AutoML_20190421_193027,25963672277632090,161132468.10507214,25963672277632090,94764756.53930572,0.3259822280000789,2019-04-21,300
2,XGBoost_2_AutoML_20190421_193027,26134884730871340,161662873.69359532,26134884730871340,94910189.58297873,0.3257761568094641,2019-04-21,300
3,XGBoost_grid_1_AutoML_20190421_193027_model_6,26210185668222092,161895601.13919738,26210185668222092,94276247.68555433,0.32725795145226344,2019-04-21,300
4,XGBoost_grid_1_AutoML_20190421_193027_model_4,26245533553365630,162004733.1202568,26245533553365630,94036116.99888018,0.32265116904251684,2019-04-21,300
5,XGBoost_grid_1_AutoML_20190421_193027_model_1,26686565270913868,163360231.60767698,26686565270913868,95577150.18589026,0.3336293424643191,2019-04-21,300
6,GBM_4_AutoML_20190421_193027,27007662534862990,164340081.94857088,27007662534862990,97393457.22641207,0.3312914754145201,2019-04-21,300
7,GBM_grid_1_AutoML_20190421_193027_model_2,27388079208336188,165493441.58707982,27388079208336188,98562865.55332977,0.336311590042542,2019-04-21,300
8,GBM_2_AutoML_20190421_193027,27583374052185924,166082431.49769312,27583374052185924,101012846.90034136,0.3388681406396465,2019-04-21,300
9,GBM_3_AutoML_20190421_193027,27664062115152828,166325169.8184999,27664062115152828,99311822.14091992,0.33381452374477977,2019-04-21,300
10,XGBoost_grid_1_AutoML_20190421_193027_model_2,27678389956980028,166368236.0217239,27678389956980028,97946028.47928332,0.32966277380840164,2019-04-21,300
11,XRT_1_AutoML_20190421_193027,27932997379142360,167131676.76757857,27932997379142360,99459972.8864157,0.33818160810970993,2019-04-21,300
12,XGBoost_grid_1_AutoML_20190421_193027_model_3,27953486006755252,167192960.39832315,27953486006755252,98370607.3961926,0.3315897108850539,2019-04-21,300
13,DRF_1_AutoML_20190421_193027,28016822318871584,167382264.05109826,28016822318871584,99031387.1455244,0.3408470418439786,2019-04-21,300
14,GBM_grid_1_AutoML_20190421_193027_model_6,28134553045982250,167733577.57462353,28134553045982250,100545795.54841888,0.3410622703819653,2019-04-21,300
15,XGBoost_3_AutoML_20190421_193027,28277404641281270,168158867.26926202,28277404641281270,102986364.77849944,0.3448139231128953,2019-04-21,300
16,XGBoost_grid_1_AutoML_20190421_193027_model_7,30221592374024116,173843585.94444638,30221592374024116,100653351.80111982,0.3334617282611888,2019-04-21,300
17,GBM_grid_1_AutoML_20190421_193027_model_5,30326662038471210,174145519.7197769,30326662038471210,105627531.44532976,0.3931418050179547,2019-04-21,300
18,GBM_grid_1_AutoML_20190421_193027_model_3,31000459976176770,176069474.85630998,31000459976176770,109830366.99763626,,2019-04-21,300
19,GBM_grid_1_AutoML_20190421_193027_model_7,32344904736735096,179846892.48562258,32344904736735096,108877347.5101598,0.3771165089819253,2019-04-21,300
20,GBM_grid_1_AutoML_20190421_193027_model_10,33524110504641880,183095905.20992512,33524110504641880,116694037.04303204,,2019-04-21,300
21,GBM_5_AutoML_20190421_193027,34108814013565956,184685716.86399025,34108814013565956,110479219.98152792,0.3600436406456561,2019-04-21,300
22,GBM_grid_1_AutoML_20190421_193027_model_4,35977009196031210,189676063.84578732,35977009196031210,114548846.66121855,0.4050911555463272,2019-04-21,300
23,DeepLearning_1_AutoML_20190421_193027,36441408972133860,190896330.4312942,36441408972133860,122463715.79679014,,2019-04-21,300
24,DeepLearning_grid_1_AutoML_20190421_193027_model_3,39410689702069660,198521257.55714342,39410689702069660,129178541.22321574,,2019-04-21,300
25,GBM_grid_1_AutoML_20190421_193027_model_9,40278059846717420,200693945.71515465,40278059846717420,125847625.89919583,0.4784418326882552,2019-04-21,300
26,DeepLearning_grid_1_AutoML_20190421_193027_model_1,41791420522393280,204429500.12753364,41791420522393280,128681933.6642554,,2019-04-21,300
27,GBM_grid_1_AutoML_20190421_193027_model_8,44372326136844424,210647397.65030196,44372326136844424,132428227.96973228,,2019-04-21,300
28,GBM_grid_1_AutoML_20190421_193027_model_1,45002701035729390,212138400.66270268,45002701035729390,133776023.12646416,,2019-04-21,300
29,DeepLearning_grid_1_AutoML_20190421_193027_model_2,45581372041016904,213497943.88006857,45581372041016904,134154762.49592508,,2019-04-21,300
30,GBM_grid_1_AutoML_20190421_193027_model_11,54498044479214300,233448162.29564607,54498044479214300,151759967.72054467,0.5564149378170294,2019-04-21,300
31,GBM_grid_1_AutoML_20190421_193027_model_13,96323096007939970,310359623.6754065,96323096007939970,212090499.68269652,0.7410239970366638,2019-04-21,300
32,GBM_grid_1_AutoML_20190421_193027_model_12,100127266915177340,316428928.69517684,100127266915177340,216762645.5591663,0.7546213983576677,2019-04-21,300
33,StackedEnsemble_AllModels_AutoML_20190421_193027,100485013554010740,316993712.1679399,100485013554010740,217181129.4596548,0.7558803353981852,2019-04-21,300
34,GLM_grid_1_AutoML_20190421_193027_model_1,100489433637289090,317000683.9697496,100489433637289090,217195869.40621948,0.7559078362971621,2019-04-21,300
35,StackedEnsemble_BestOfFamily_AutoML_20190421_193027,100495867856092500,317010832.3955074,100495867856092500,217194228.89434442,0.7559185855965675,2019-04-21,300
36,XGBoost_grid_1_AutoML_20190421_193027_model_5,119466802016488350,345639699.71125764,119466802016488350,220842496.36450168,11.752982174396875,2019-04-21,300
37,XGBoost_grid_1_AutoML_20190421_193027_model_8,237561328126690430,487402634.5093863,237561328126690430,379123299.08992165,7.548951878529757,2019-04-21,300
